dataset,condition,benchmark_prompt_index,precompression_prompt_hash,precompression_input_tokens,original_input_tokens,compressed_input_tokens,t_compress_ms,t_prefill_ms,t_generation_ms,t_e2e_ms,peak_allocated_gib,peak_reserved_gib,cap_hit,finish_reason
gsm8k,dflash_r1,5,7eb95e7c9d0a9234533e0cade566472fd8c80f061b77ebf248d5f1b990e98031,125,125,,0.0,110.81098200020278,2641.7770660000315,2752.5880480002343,3.4983716011047363,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,6,da6324bffe8c4c70b908e82829bd79a5125c2ed4358ff0081ab6475b94ba094d,93,93,,0.0,105.84341900016625,1827.306869999802,1933.1502889999683,3.498371124267578,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,7,7339078ffd54b6d26d980a606c85cf375c3baa88fba8226504d43eff4875335f,111,111,,0.0,109.04543799983912,4148.719570999901,4257.7650089997405,3.498371124267578,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,8,32dbe430cf8e256ff230b83973669330518a482d88f54d9d771af4b12bd9f1c1,79,79,,0.0,103.91530699985196,1611.790596999981,1715.705903999833,3.498371124267578,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,9,c2b3e9aed39a7cee8bc566511e2d3dc9dabb39d5eb0afaad50b9f0d977ed4952,103,103,,0.0,107.46928799994748,2131.8501549999382,2239.3194429998857,3.498371124267578,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,10,04d6e8b8fb816ad30b516d2cd530423f942bf05ae89073ee154a0bbc6f72b710,88,88,,0.0,106.63356100008059,3082.3346450001736,3188.968206000254,3.498371124267578,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,11,3cb62a14f23c924a547eb87f5e7fa2d92109f74d82739d7343e11fc45cde9780,130,130,,0.0,183.10162199986735,2384.819520000292,2567.9211420001593,3.4983720779418945,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,12,fde31d90ca04d595e8840b2edaa2713ce0291a7c194f64d89cd37ed64ca1668c,106,106,,0.0,105.7027689998904,2345.2219619998687,2450.924730999759,3.498371124267578,3.7578125,False,eos_or_stop
gsm8k,dflash_r1,13,8615746f35ce418943c9a9fbd8ad026f4af82e6e6a8b9ac4c5874817800c35c9,133,133,,0.0,155.1659470001141,4297.4532819998785,4452.619228999993,3.4983720779418945,3.7578125,True,length_cap
gsm8k,dflash_r1,14,071eec59385c74f75dcfd55459faea33ae341ff002ce3c3f0ddf5252ab421713,88,88,,0.0,136.4063169999099,2663.5874270000386,2799.9937439999485,3.498371124267578,3.7578125,False,eos_or_stop
